DATA_TAB_GENERALINFO	SCL_UNITID	SCL_NAME	SPORT_CODE	SPORT_NAME	ACADEMIC_YEAR	SCL_DIV_14	SCL_SUB_14	CONFNAME_14	D1_FB_CONF_14	SCL_HBCU	SCL_PRIVATE	DATA_TAB_MULTIYRRATE	MULTIYR_APR_RATE_1000_RAW	MULTIYR_APR_RATE_1000_CI	MULTIYR_APR_RATE_1000_OFFICIAL	MULTIYR_ELIG_RATE	MULTIYR_RET_RATE	MULTIYR_SQUAD_SIZE	DATA_TAB_ANNUALRATE	APR_RATE_2014_1000	ELIG_RATE_2014	RET_RATE_2014	NUM_OF_ATHLETES_2014	APR_RATE_2013_1000	ELIG_RATE_2013	RET_RATE_2013	NUM_OF_ATHLETES_2013	APR_RATE_2012_1000	ELIG_RATE_2012	RET_RATE_2012	NUM_OF_ATHLETES_2012	APR_RATE_2011_1000	ELIG_RATE_2011	RET_RATE_2011	NUM_OF_ATHLETES_2011	APR_RATE_2010_1000	ELIG_RATE_2010	RET_RATE_2010	NUM_OF_ATHLETES_2010	APR_RATE_2009_1000	ELIG_RATE_2009	RET_RATE_2009	NUM_OF_ATHLETES_2009	APR_RATE_2008_1000	ELIG_RATE_2008	RET_RATE_2008	NUM_OF_ATHLETES_2008	APR_RATE_2007_1000	ELIG_RATE_2007	RET_RATE_2007	NUM_OF_ATHLETES_2007	APR_RATE_2006_1000	ELIG_RATE_2006	RET_RATE_2006	NUM_OF_ATHLETES_2006	APR_RATE_2005_1000	ELIG_RATE_2005	RET_RATE_2005	NUM_OF_ATHLETES_2005	APR_RATE_2004_1000	ELIG_RATE_2004	RET_RATE_2004	NUM_OF_ATHLETES_2004	DATA_TAB_PUBLICAWARD	PUB_AWARD_15	PUB_AWARD_14	PUB_AWARD_13	PUB_AWARD_12	PUB_AWARD_11	PUB_AWARD_10	PUB_AWARD_09	PUB_AWARD_08	PUB_AWARD_07	PUB_AWARD_06	RAW_OR_CI
 	178396	University of Missouri, Columbia	14	Men's Track, Indoor	2014	1	1	Southeastern Conference	Southeastern Conference	2	0	 	988	994	988	.9755102041	.9916317992	126	 	1000	.9814814815	1	29	992	.9846153846	1	33	1000	.9848484848	1	34	958	.95	.9661016949	30	972	.9811320755	.9622641509	27	1000	.9811320755	1	27	925	.9	.95	30	959	.935483871	.9836065574	31	983	.9827586207	.9827586207	29	961	.9411764706	.9607843137	27	957	.9574468085	.9574468085	24	-99	0	0	0	0	0	0	0	0	0	0	2
 	178396	University of Missouri, Columbia	15	Men's Track, Outdoor	2014	1	1	Southeastern Conference	Southeastern Conference	2	0	 	988	994	988	.975708502	.9917012448	127	 	1000	.9814814815	1	29	992	.9850746269	1	34	1000	.9848484848	1	34	958	.95	.9661016949	30	972	.9811320755	.9622641509	27	1000	.9811320755	1	27	925	.9	.95	30	959	.935483871	.9836065574	31	983	.9827586207	.9827586207	29	961	.9411764706	.9607843137	27	957	.9574468085	.9574468085	24	-99	0	0	0	0	0	0	0	0	0	0	2
 	178396	University of Missouri, Columbia	6	Men's Golf	2014	1	1	Southeastern Conference	Southeastern Conference	2	0	 	994	999	994	1	.9873417722	41	 	1000	1	1	10	1000	1	1	11	1000	1	1	10	975	1	.95	10	1000	1	1	8	1000	1	.9411764706	9	947	.9473684211	.9473684211	10	1000	1	1	11	1000	1	1	13	1000	1	1	11	1000	1	1	8	-99	0	0	0	0	0	0	0	1	1	1	2
 	178402	University of Missouri-Kansas City	15	Men's Track, Outdoor	2014	1	3	Western Athletic Conference	 	2	0	 	980	991	980	.9720670391	.9775280899	92	 	979	.9791666667	.9583333333	25	962	.9423076923	.9807692308	27	1000	1	1	19	988	.9761904762	.9756097561	21	931	.9444444444	.9166666667	19	885	.7948717949	.9743589744	21	944	.8888888889	1	23	988	1	.975	21	958	.9583333333	.9574468085	25	954	.962962963	.9444444444	27	950	.9333333333	.9666666667	15	-99	0	0	0	0	0	0	0	0	0	0	2
 	178402	University of Missouri-Kansas City	13	Men's Tennis	2014	1	3	Western Athletic Conference	 	2	0	 	957	979	957	.9390243902	.975308642	42	 	956	.9565217391	.9545454545	12	929	.9047619048	.9523809524	11	969	.9375	1	8	977	.9545454545	1	11	972	.9444444444	1	9	972	.9444444444	1	9	1000	1	1	6	1000	1	1	7	929	.8571428571	1	7	962	1	.9230769231	7	955	.9545454545	.9545454545	11	-99	0	0	0	0	0	0	0	0	0	0	2
 	178402	University of Missouri-Kansas City	35	Women's Track, Outdoor	2014	1	3	Western Athletic Conference	 	2	0	 	986	994	986	.9819004525	.9908675799	113	 	986	1	.9726027397	38	990	.98	1	25	989	.9787234043	1	24	980	.96	1	26	935	.8717948718	.9736842105	20	976	.9534883721	1	23	967	.9555555556	.9777777778	24	958	.9791666667	.9375	25	975	.9661016949	.9830508475	31	954	.9636363636	.9444444444	28	914	.9142857143	.9142857143	18	-99	0	0	0	0	0	0	0	0	0	0	2
 	178402	University of Missouri-Kansas City	21	Women's Cross Country	2014	1	3	Western Athletic Conference	 	2	0	 	989	997	989	.9885057471	.9885057471	45	 	987	1	.9736842105	20	972	.9444444444	1	9	1000	1	1	7	1000	1	1	9	1000	.9166666667	1	6	976	.9523809524	1	11	958	1	.9166666667	7	1000	1	1	6	1000	1	1	9	1000	1	1	8	964	1	.9285714286	7	-99	0	0	0	0	0	0	0	0	0	0	2
 	178402	University of Missouri-Kansas City	33	Women's Tennis	2014	1	3	Western Athletic Conference	 	2	0	 	984	996	984	.96875	1	33	 	1000	1	1	9	1000	1	1	8	968	.9333333333	1	8	969	.9375	1	8	1000	1	1	8	968	1	.9333333333	9	1000	1	1	7	1000	1	1	5	1000	1	1	6	1000	1	1	6	971	1	.9411764706	9	-99	0	0	0	0	0	0	1	0	0	0	2
 	178402	University of Missouri-Kansas City	29	Women's Softball	2014	1	3	Western Athletic Conference	 	2	0	 	967	982	967	.9806451613	.9523809524	80	 	961	.9743589744	.9459459459	21	1000	1	1	20	940	.9761904762	.9024390244	21	971	.9714285714	.9696969697	18	978	.9777777778	.9772727273	23	972	.972972973	.9714285714	20	954	.9090909091	.96875	18	918	.9459459459	.8888888889	19	922	.9375	.875	17	967	1	.9333333333	16	829	.8857142857	.7714285714	19	-99	0	0	0	0	0	0	0	0	0	0	2
 	178402	University of Missouri-Kansas City	34	Women's Track, Indoor	2014	1	3	Western Athletic Conference	 	2	0	 	984	992	984	.982300885	.9864864865	118	 	986	1	.9726027397	38	990	.9803921569	1	26	990	.98	1	27	971	.9607843137	.9803921569	27	924	.875	.9487179487	21	977	.9545454545	1	24	967	.9555555556	.9777777778	24	958	.9791666667	.9375	25	974	.9649122807	.9824561404	30	951	.9615384615	.9411764706	26	906	.90625	.90625	16	-99	0	0	0	0	0	0	0	0	0	0	2
 	178402	University of Missouri-Kansas City	11	Men's Soccer	2014	1	3	Western Athletic Conference	 	2	0	 	971	984	971	.974025974	.9671052632	81	 	1000	1	1	19	973	.9473684211	1	20	977	1	.9534883721	24	929	.9428571429	.9142857143	18	1000	1	.9705882353	19	956	.9411764706	.9705882353	19	972	.972972973	.9714285714	21	925	.95	.9	22	967	1	.9111111111	24	943	.9772727273	.8837209302	24	877	.8867924528	.8679245283	31	-99	0	0	0	0	0	0	0	0	0	0	2
 	178402	University of Missouri-Kansas City	25	Women's Golf	2014	1	3	Western Athletic Conference	 	2	0	 	982	995	995	1	.962962963	29	 	1000	1	1	7	929	1	.8571428571	7	1000	1	1	9	1000	1	1	6	958	.9166666667	1	6	970	1	.9375	9	962	.9230769231	1	7	964	1	.9285714286	7	875	.9166666667	.8333333333	8	971	1	.9411764706	9	971	1	.9411764706	9	-99	0	0	0	0	0	0	0	0	0	0	1
 	178402	University of Missouri-Kansas City	31	Women's Soccer	2014	1	3	Western Athletic Conference	 	2	0	 	974	986	974	1	.9484536082	106	 	1000	1	1	24	962	1	.9242424242	37	980	1	.96	27	954	1	.90625	18	926	1	.8518518519	16	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	2
 	178402	University of Missouri-Kansas City	6	Men's Golf	2014	1	3	Western Athletic Conference	 	2	0	 	982	995	995	1	.9642857143	29	 	967	1	.9333333333	8	1000	1	1	7	962	1	.9230769231	7	1000	1	1	7	1000	1	1	7	923	.9230769231	.9230769231	7	967	1	.9333333333	8	978	1	.9565217391	12	941	.9411764706	.9411764706	10	955	1	.9090909091	12	952	.9523809524	.9523809524	11	-99	0	0	0	0	0	0	0	0	0	0	1
 	178402	University of Missouri-Kansas City	19	Women's Basketball	2014	1	3	Western Athletic Conference	 	2	0	 	987	996	987	.9914529915	.982300885	60	 	982	1	.962962963	14	1000	1	1	14	1000	1	1	16	967	.9677419355	.9666666667	16	980	.9615384615	1	13	965	1	.9285714286	15	902	.9230769231	.88	13	948	.9655172414	.9310344828	15	1000	1	1	15	950	1	.9	11	909	1	.8181818182	11	-99	0	0	0	0	0	0	0	0	0	0	2
 	178402	University of Missouri-Kansas City	36	Women's Volleyball	2014	1	3	Western Athletic Conference	 	2	0	 	995	999	995	1	.99	51	 	1000	1	1	12	1000	1	1	15	977	1	.9545454545	11	1000	1	1	13	1000	1	1	13	1000	1	1	14	1000	1	1	12	980	1	.96	14	1000	1	1	12	1000	1	1	12	966	1	.9310344828	15	-99	0	0	0	1	0	1	1	0	0	0	2
 	178402	University of Missouri-Kansas City	2	Men's Basketball	2014	1	3	Western Athletic Conference	 	2	0	 	965	983	965	.9803921569	.93	51	 	1000	.9615384615	1	13	923	1	.8461538462	13	1000	1	.9615384615	13	936	.9583333333	.9130434783	12	1000	1	1	14	891	.8571428571	.8888888889	14	939	.96	.9166666667	13	922	.9230769231	.92	13	1000	1	.9583333333	13	877	.9655172414	.7857142857	16	926	.9259259259	.9259259259	15	-99	0	0	0	0	0	0	0	0	0	0	2
 	178402	University of Missouri-Kansas City	3	Men's Cross Country	2014	1	3	Western Athletic Conference	 	2	0	 	986	996	986	.9857142857	.9714285714	35	 	1000	1	.9545454545	11	969	.9375	1	8	1000	1	1	8	969	1	.9375	8	960	.9230769231	1	7	917	.8888888889	.9444444444	10	1000	1	1	8	1000	1	1	6	1000	1	1	7	917	.9166666667	.9166666667	6	964	1	.9285714286	7	-99	0	0	0	0	0	0	0	0	0	0	2
 	178402	University of Missouri-Kansas City	14	Men's Track, Indoor	2014	1	3	Western Athletic Conference	 	2	0	 	980	990	980	.9719101124	.9774011299	91	 	979	.9791666667	.9583333333	25	960	.94	.98	25	1000	1	1	20	988	.9761904762	.9756097561	21	922	.9230769231	.9210526316	22	869	.8095238095	.9285714286	24	940	.880952381	1	21	974	1	.9487179487	21	958	.9583333333	.9574468085	25	950	.96	.94	25	982	1	.9642857143	14	-99	0	0	0	0	0	0	0	0	0	0	2
 	179159	Saint Louis University	2	Men's Basketball	2014	1	3	Atlantic 10 Conference	 	2	1	 	972	987	972	.9626168224	.9714285714	54	 	1000	1	1	12	944	.962962963	.9259259259	14	1000	.9642857143	1	14	945	.9285714286	.962962963	14	915	1	.8333333333	13	933	.9565217391	.8636363636	12	894	.9583333333	.8260869565	12	958	1	.9166666667	13	955	.9545454545	.9545454545	11	979	1	.9583333333	12	1000	1	1	12	-99	0	0	0	0	0	0	0	1	1	1	2
 	179159	Saint Louis University	14	Men's Track, Indoor	2014	1	3	Atlantic 10 Conference	 	2	1	 	981	994	981	.9620253165	1	40	 	957	.9130434783	1	12	971	.9444444444	1	9	1000	1	1	8	1000	1	1	11	1000	1	1	11	1000	1	1	11	1000	1	1	13	1000	1	1	13	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	1	1	1	1	1	0	0	0	2
 	179159	Saint Louis University	1	Baseball	2014	1	3	Atlantic 10 Conference	 	2	1	 	984	993	984	.9838709677	.9725274725	95	 	988	.9772727273	1	22	978	.9782608696	.9565217391	24	1000	1	.9777777778	23	970	.98	.9591836735	26	945	.9361702128	.9545454545	25	979	.9791666667	.9787234043	24	877	.9756097561	.775	23	979	1	.9583333333	24	980	1	.96	25	953	.976744186	.9302325581	22	938	.9166666667	.9583333333	24	-99	0	0	0	0	0	0	0	0	0	0	2
 	179159	Saint Louis University	34	Women's Track, Indoor	2014	1	3	Atlantic 10 Conference	 	2	1	 	1000	1000	1000	1	1	71	 	1000	1	1	18	1000	1	1	18	1000	1	1	19	1000	1	1	16	1000	1	1	14	966	.9666666667	.9655172414	15	981	1	.9615384615	14	1000	1	1	14	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	1	1	0	0	0	0	1	0	0	0	2
 	179159	Saint Louis University	36	Women's Volleyball	2014	1	3	Atlantic 10 Conference	 	2	1	 	995	999	995	1	.9888888889	49	 	1000	1	1	12	1000	1	1	13	1000	1	1	12	978	1	.9545454545	12	1000	1	1	12	1000	1	1	12	979	1	.9583333333	12	1000	1	1	12	1000	1	1	11	1000	1	1	12	977	1	.9545454545	11	-99	0	0	0	0	0	1	1	1	1	0	2
 	179159	Saint Louis University	13	Men's Tennis	2014	1	3	Atlantic 10 Conference	 	2	1	 	991	998	998	.9814814815	1	29	 	1000	1	1	7	1000	1	1	7	1000	1	1	8	955	.9090909091	1	7	963	1	.9230769231	7	1000	1	1	7	1000	1	1	5	1000	1	1	5	875	.9166666667	.8333333333	6	909	.9090909091	.9090909091	6	950	1	.9	5	-99	0	0	0	0	0	0	0	0	0	0	1
 	179159	Saint Louis University	3	Men's Cross Country	2014	1	3	Atlantic 10 Conference	 	2	1	 	971	990	990	.9423076923	1	26	 	938	.875	1	8	968	.9375	1	8	1000	1	1	5	1000	1	1	5	1000	1	1	5	1000	1	1	7	961	.9615384615	.96	14	1000	1	1	11	1000	1	1	8	1000	1	1	5	1000	1	1	6	-99	0	0	1	0	0	0	0	1	1	1	1
 	179159	Saint Louis University	11	Men's Soccer	2014	1	3	Atlantic 10 Conference	 	2	1	 	968	984	968	.9734513274	.9622641509	63	 	944	.9285714286	.9615384615	16	962	.962962963	.9615384615	14	1000	1	1	14	968	1	.9333333333	19	1000	1	1	21	983	1	.9642857143	19	914	.9142857143	.9142857143	19	938	.9090909091	.96875	18	984	.9677419355	1	16	958	.96	.9565217391	15	909	.9393939394	.8787878788	19	-99	0	0	0	0	0	0	0	0	0	0	2
 	179159	Saint Louis University	24	Women's Field Hockey	2014	1	3	Atlantic 10 Conference	 	2	1	 	983	993	983	.9862068966	.9793103448	78	 	1000	1	1	19	1000	1	1	21	959	.9459459459	.972972973	19	972	1	.9444444444	19	981	1	.962962963	16	984	1	.9677419355	16	970	1	.9393939394	17	957	.9565217391	.9565217391	12	969	1	.9375	16	1000	1	1	15	967	.9666666667	.9666666667	16	-99	0	0	0	0	0	0	0	0	0	0	2
 	179159	Saint Louis University	32	Women's Swimming	2014	1	3	Atlantic 10 Conference	 	2	1	 	991	997	991	.99375	.9873417722	83	 	975	.975	.975	21	1000	1	1	21	986	1	.972972973	20	1000	1	1	21	1000	1	1	18	1000	1	1	18	978	.9782608696	.9782608696	23	1000	1	1	20	975	1	.95	20	1000	1	1	17	987	1	.9736842105	19	-99	0	0	0	0	0	0	0	0	0	0	2
 	179159	Saint Louis University	35	Women's Track, Outdoor	2014	1	3	Atlantic 10 Conference	 	2	1	 	1000	1000	1000	1	1	70	 	1000	1	1	18	1000	1	1	17	1000	1	1	19	1000	1	1	16	1000	1	1	14	1000	1	1	13	977	1	.9545454545	11	1000	1	1	13	1000	1	1	7	-99	-99	-99	-99	-99	-99	-99	-99	-99	1	1	1	0	1	1	0	1	0	0	2
 	179159	Saint Louis University	33	Women's Tennis	2014	1	3	Atlantic 10 Conference	 	2	1	 	991	998	998	.9818181818	1	28	 	964	.9285714286	1	7	1000	1	1	7	1000	1	1	6	1000	1	1	8	1000	1	1	8	1000	1	1	8	1000	1	1	7	1000	1	1	6	1000	1	1	6	1000	1	1	6	889	1	.7777777778	6	-99	0	1	1	1	1	1	1	0	0	0	1
 	179159	Saint Louis University	19	Women's Basketball	2014	1	3	Atlantic 10 Conference	 	2	1	 	960	980	960	.9705882353	.95	53	 	933	.9565217391	.9090909091	13	960	1	.92	13	942	.9230769231	.9615384615	13	1000	1	1	14	923	.9615384615	.8846153846	13	981	1	.962962963	14	907	.9090909091	.9047619048	11	947	.9655172414	.9285714286	15	923	.9615384615	.8846153846	13	944	1	.8888888889	14	958	1	.9166666667	12	-99	0	0	0	0	0	0	0	0	0	0	2
 	179159	Saint Louis University	31	Women's Soccer	2014	1	3	Atlantic 10 Conference	 	2	1	 	990	996	990	.9949748744	.9847715736	102	 	1000	1	1	23	983	1	.9661016949	30	1000	1	1	25	978	.9787234043	.9782608696	24	981	1	.9622641509	28	1000	1	1	29	975	1	.9482758621	31	1000	1	1	28	974	1	.9473684211	19	986	1	.9722222222	19	957	1	.9130434783	23	-99	0	0	0	0	0	0	0	0	0	0	2
 	179159	Saint Louis University	15	Men's Track, Outdoor	2014	1	3	Atlantic 10 Conference	 	2	1	 	981	994	981	.9620253165	1	40	 	957	.9130434783	1	12	971	.9444444444	1	9	1000	1	1	8	1000	1	1	11	1000	1	1	11	1000	1	1	11	1000	1	1	11	1000	1	1	12	1000	1	1	7	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	1	1	1	1	1	1	0	0	2
 	179159	Saint Louis University	12	Men's Swimming	2014	1	3	Atlantic 10 Conference	 	2	1	 	990	997	990	.9869281046	.9934210526	78	 	1000	1	1	19	1000	1	1	19	976	.976744186	.9761904762	22	986	.9714285714	1	18	1000	1	1	18	955	.9318181818	.9772727273	22	986	.9722222222	1	18	985	.9705882353	1	17	1000	1	1	10	971	1	.9411764706	9	955	1	.9090909091	11	-99	0	0	0	0	0	0	0	0	0	0	2
 	179159	Saint Louis University	21	Women's Cross Country	2014	1	3	Atlantic 10 Conference	 	2	1	 	1000	1000	1000	1	1	30	 	1000	1	1	7	1000	1	1	7	1000	1	1	9	1000	1	1	7	1000	1	1	10	1000	1	1	11	981	1	.9615384615	14	1000	1	1	14	975	1	.95	11	964	1	.9285714286	7	1000	1	1	9	-99	1	1	1	0	0	0	0	0	0	0	2
 	179159	Saint Louis University	29	Women's Softball	2014	1	3	Atlantic 10 Conference	 	2	1	 	984	994	984	.984496124	.984375	66	 	968	.9677419355	.9677419355	16	984	1	.9677419355	16	1000	1	1	16	986	.9722222222	1	18	986	.9722222222	1	19	986	1	.9714285714	18	983	1	.9666666667	15	1000	1	1	13	938	1	.875	12	977	1	.9545454545	11	1000	1	1	12	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	33	Women's Tennis	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	989	998	998	1	.9761904762	24	 	1000	1	1	8	950	1	.9	5	1000	1	1	6	1000	1	1	5	958	1	.9166666667	7	1000	1	1	4	958	1	.9166666667	8	1000	1	1	6	893	.9285714286	.8571428571	8	929	1	.8571428571	7	1000	1	1	5	-99	0	0	0	0	0	0	0	0	0	0	1
 	179557	Southeast Missouri State University	34	Women's Track, Indoor	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	977	988	977	.9770642202	.9724770642	112	 	962	.9692307692	.9538461538	33	983	.9833333333	.9833333333	31	1000	.9782608696	1	23	968	.9787234043	.9574468085	25	988	.976744186	1	22	957	.9574468085	.9565217391	24	966	.9555555556	.9772727273	23	988	1	.976744186	23	980	.9803921569	.9803921569	26	941	.9607843137	.9215686275	26	984	.9838709677	.9838709677	31	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	35	Women's Track, Outdoor	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	977	988	977	.9770642202	.9724770642	112	 	962	.9692307692	.9538461538	33	983	.9833333333	.9833333333	31	1000	.9782608696	1	23	968	.9787234043	.9574468085	25	989	.9777777778	1	23	957	.9574468085	.9565217391	24	970	.96	.9795918367	26	989	1	.9777777778	24	981	.9811320755	.9811320755	27	941	.9607843137	.9215686275	26	984	.9838709677	.9838709677	31	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	29	Women's Softball	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	960	976	960	.9636363636	.9382716049	87	 	976	1	.9024390244	23	923	.8974358974	.9487179487	21	976	.976744186	.9523809524	22	963	.9761904762	.95	21	984	1	.9666666667	17	985	1	.9705882353	18	966	.9333333333	1	16	985	1	.9705882353	18	941	.9411764706	.9411764706	18	955	.9545454545	.9545454545	23	944	.9555555556	.9333333333	23	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	3	Men's Cross Country	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	982	994	982	.9764705882	.9759036145	43	 	1000	.95	1	10	953	.9545454545	.9523809524	11	976	1	.9523809524	11	1000	1	1	11	1000	1	1	6	1000	1	1	5	1000	1	1	8	964	1	.9285714286	7	1000	1	1	7	1000	1	1	6	1000	1	1	6	-99	0	0	0	1	0	0	0	0	1	1	2
 	179557	Southeast Missouri State University	36	Women's Volleyball	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	995	999	995	.9902912621	.9901960784	52	 	1000	1	1	12	981	.962962963	1	14	1000	1	1	12	982	1	.9642857143	14	1000	1	.9565217391	13	983	.9666666667	1	15	1000	1	1	14	958	1	.9166666667	13	1000	1	1	12	1000	1	1	12	907	.8888888889	.9259259259	14	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	4	Football	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	938	950	938	.9277688604	.930420712	339	 	944	.9418604651	.9352941176	95	927	.9144736842	.9266666667	84	944	.9473684211	.9271523179	81	935	.9047619048	.9319727891	79	935	.9115646259	.9379310345	79	927	.9051094891	.9411764706	79	938	.9275362319	.9420289855	74	934	.9411764706	.9185185185	80	868	.8716216216	.8648648649	83	897	.8968253968	.8968253968	72	921	.9139072848	.9271523179	77	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	15	Men's Track, Outdoor	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	959	974	959	.9417040359	.9592760181	116	 	984	.9682539683	.9838709677	33	930	.8965517241	.9473684211	30	972	.962962963	.9814814815	28	948	.9375	.9166666667	25	939	.9090909091	.9696969697	18	907	.8947368421	.9189189189	19	977	.9534883721	1	22	943	.9545454545	.9090909091	23	934	.9433962264	.9245283019	27	988	.9761904762	1	21	970	.96	.98	25	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	26	Women's Gymnastics	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	1000	1000	1000	1	.9894736842	49	 	1000	1	1	13	979	1	.9583333333	12	1000	1	1	12	1000	1	1	12	1000	1	1	14	1000	1	1	11	1000	1	1	13	1000	1	1	10	940	.96	.92	13	958	1	.9166666667	12	975	1	.95	10	-99	1	0	1	1	1	0	0	0	0	0	2
 	179557	Southeast Missouri State University	21	Women's Cross Country	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	991	998	991	1	.9827586207	30	 	1000	1	1	12	1000	1	1	7	1000	1	1	7	929	1	.8571428571	4	1000	1	1	6	1000	1	1	6	897	.8666666667	.9285714286	8	1000	1	1	5	964	1	.9285714286	7	1000	1	1	6	977	1	.9545454545	11	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	14	Men's Track, Indoor	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	959	974	959	.9417040359	.9592760181	116	 	984	.9682539683	.9838709677	33	930	.8965517241	.9473684211	30	972	.962962963	.9814814815	28	948	.9375	.9166666667	25	939	.9090909091	.9696969697	18	899	.9	.8974358974	20	978	.9555555556	1	23	942	.9534883721	.9069767442	22	934	.9433962264	.9245283019	27	988	.9761904762	1	21	969	.9583333333	.9791666667	24	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	19	Women's Basketball	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	964	982	964	.982300885	.9369369369	60	 	951	.9677419355	.9	17	983	1	.9655172414	16	960	.96	.96	13	963	1	.9259259259	14	1000	1	1	15	915	.9666666667	.8620689655	15	947	.9655172414	.9285714286	15	929	.9285714286	.9285714286	15	982	1	.9642857143	14	850	.9333333333	.7666666667	16	896	.9583333333	.8333333333	12	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	31	Women's Soccer	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	977	988	977	.9771428571	.9657142857	99	 	977	1	.9534883721	24	989	.9777777778	.9777777778	26	965	.976744186	.9534883721	24	977	.9545454545	.9772727273	25	972	.9444444444	.9722222222	19	988	.9756097561	.975	21	952	.9069767442	1	22	974	.9736842105	.9473684211	21	955	.9545454545	.9545454545	24	966	.9545454545	.9772727273	23	968	.9787234043	.9574468085	24	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	1	Baseball	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	966	980	966	.9733333333	.9459459459	116	 	990	.9791666667	.9583333333	25	928	.9642857143	.8727272727	29	976	.9841269841	.9677419355	33	974	.9655172414	.9824561404	29	1000	.9814814815	1	27	933	.9555555556	.9111111111	23	984	.984375	.9672131148	33	926	.9259259259	.9259259259	27	885	.8852459016	.8852459016	34	893	.8214285714	.9642857143	29	917	.8571428571	.9761904762	21	-99	0	0	0	0	0	0	0	0	0	0	2
 	179557	Southeast Missouri State University	2	Men's Basketball	2014	1	2	Ohio Valley Conference	Ohio Valley Conference	2	0	 	941	967	941	.9473684211	.9139784946	50	 	958	.9583333333	.9166666667	14	927	1	.85	11	938	.9166666667	.9166666667	12	941	.9230769231	.96	13	915	.9583333333	.8695652174	12	878	.9047619048	.8	11	877	.8620689655	.8928571429	15	952	.9677419355	.935483871	16	926	.962962963	.8888888889	14	885	.9230769231	.8461538462	13	841	.8181818182	.8636363636	11	-99	0	0	0	0	0	0	0	0	0	0	2
 	179566	Missouri State University	25	Women's Golf	2014	1	2	Missouri Valley Conference	Missouri Valley Football Conference	2	0	 	975	991	975	.9830508475	.9322033898	30	 	938	.9375	.9375	8	1000	1	1	8	933	1	.8666666667	8	1000	1	.9166666667	6	1000	1	1	8	1000	1	1	8	973	1	.9444444444	10	941	.9411764706	.9411764706	9	974	1	.9473684211	10	1000	1	1	10	967	1	.9333333333	8	-99	0	0	0	0	0	0	0	0	0	0	2
 	179566	Missouri State University	35	Women's Track, Outdoor	2014	1	2	Missouri Valley Conference	Missouri Valley Football Conference	2	0	 	974	985	974	.9620853081	.9758454106	111	 	1000	1	1	25	961	.9607843137	.9607843137	27	963	.9285714286	.9811320755	29	973	.9649122807	.9642857143	30	928	.9	.9574468085	26	989	1	.9545454545	23	960	.9215686275	.98	27	952	.9615384615	.9423076923	27	988	.9761904762	1	23	953	.9534883721	.9302325581	23	990	1	.9791666667	25	-99	0	0	0	0	0	0	0	0	0	0	2
 	179566	Missouri State University	21	Women's Cross Country	2014	1	2	Missouri Valley Conference	Missouri Valley Football Conference	2	0	 	983	993	983	.9743589744	.9912280702	60	 	1000	1	1	13	967	.9666666667	.9666666667	16	960	.9230769231	1	13	1000	1	1	18	967	.9375	1	16	1000	1	1	13	983	.9666666667	1	15	1000	1	1	9	1000	1	1	8	906	.9375	.875	9	1000	1	1	13	-99	0	0	0	0	0	0	0	0	0	0	2
